Ano;Território;Modalidade de ensino;Taxa de retenção e desistência no ensino secunário, em todos os anos de escolaridade;Desemprego registado nos centros de emprego (para menores de 25 anos)
2015.0;Figueira de Castelo Rodrigo_Município;Total;13.6;39.5
2015.0;Figueiró dos Vinhos_Município;Cursos gerais;13.7;51.8
2015.0;Figueiró dos Vinhos_Município;Cursos Tecnológicos e Profissionais;6.5;51.8
2015.0;Figueiró dos Vinhos_Município;Total;11.9;51.8
2015.0;Fornos de Algodres_Município;Cursos gerais;23.2;32.8
2015.0;Fornos de Algodres_Município;Cursos Tecnológicos e Profissionais;12.7;32.8
2015.0;Fornos de Algodres_Município;Total;18.0;32.8
2015.0;Freixo de Espada à Cinta_Município;Cursos gerais;;39.1
2015.0;Freixo de Espada à Cinta_Município;Cursos Tecnológicos e Profissionais;0.0;39.1
2015.0;Freixo de Espada à Cinta_Município;Total;0.0;39.1
2015.0;Fronteira_Município;Cursos gerais;;24.3
2015.0;Fronteira_Município;Cursos Tecnológicos e Profissionais;;24.3
2015.0;Fronteira_Município;Total;;24.3
2015.0;Funchal_Município;Cursos gerais;16.1;
2015.0;Funchal_Município;Cursos Tecnológicos e Profissionais;17.3;
2015.0;Funchal_Município;Total;16.6;
2015.0;Fundão_Município;Cursos gerais;15.4;180.1
2015.0;Fundão_Município;Cursos Tecnológicos e Profissionais;16.6;180.1
2015.0;Fundão_Município;Total;16.0;180.1
2015.0;Gavião_Município;Cursos gerais;;39.3
2015.0;Gavião_Município;Cursos Tecnológicos e Profissionais;;39.3
2015.0;Gavião_Município;Total;;39.3
2015.0;Góis_Município;Cursos gerais;;24.5
2015.0;Góis_Município;Cursos Tecnológicos e Profissionais;;24.5
2015.0;Góis_Município;Total;;24.5
2015.0;Golegã_Município;Cursos gerais;13.1;21.3
2015.0;Golegã_Município;Cursos Tecnológicos e Profissionais;17.1;21.3
2015.0;Golegã_Município;Total;14.6;21.3
2015.0;Gondomar_Município;Cursos gerais;16.4;1626.5
2015.0;Gondomar_Município;Cursos Tecnológicos e Profissionais;9.0;1626.5
2015.0;Gondomar_Município;Total;14.7;1626.5
2015.0;Gouveia_Município;Cursos gerais;19.3;75.9
2015.0;Gouveia_Município;Cursos Tecnológicos e Profissionais;17.9;75.9
2015.0;Gouveia_Município;Total;18.5;75.9
2015.0;Grândola_Município;Cursos gerais;17.4;60.7
2015.0;Grândola_Município;Cursos Tecnológicos e Profissionais;7.7;60.7
2015.0;Grândola_Município;Total;12.4;60.7
2015.0;Guarda_Município;Cursos gerais;11.2;217.3
2015.0;Guarda_Município;Cursos Tecnológicos e Profissionais;11.2;217.3
2015.0;Guarda_Município;Total;11.2;217.3
2015.0;Guimarães_Município;Cursos gerais;15.0;1333.7
2015.0;Guimarães_Município;Cursos Tecnológicos e Profissionais;7.9;1333.7
2015.0;Guimarães_Município;Total;12.4;1333.7
2015.0;Horta_Município;Cursos gerais;22.4;
2015.0;Horta_Município;Cursos Tecnológicos e Profissionais;14.3;
2015.0;Horta_Município;Total;20.5;
2015.0;Idanha-a-Nova_Município;Cursos gerais;22.2;51.9
2015.0;Idanha-a-Nova_Município;Cursos Tecnológicos e Profissionais;14.6;51.9
2015.0;Idanha-a-Nova_Município;Total;17.8;51.9
2015.0;Ílhavo_Município;Cursos gerais;19.2;228.6
2015.0;Ílhavo_Município;Cursos Tecnológicos e Profissionais;9.5;228.6
2015.0;Ílhavo_Município;Total;16.8;228.6
2015.0;Lagoa_Município;Cursos gerais;14.6;150.3
2015.0;Lagoa_Município;Cursos Tecnológicos e Profissionais;16.7;150.3
2015.0;Lagoa_Município;Total;15.5;150.3
2015.0;Lagoa [R.A.A.]_Município;Cursos gerais;31.9;
2015.0;Lagoa [R.A.A.]_Município;Cursos Tecnológicos e Profissionais;54.5;
2015.0;Lagoa [R.A.A.]_Município;Total;43.0;
2015.0;Lagos_Município;Cursos gerais;22.3;159.8
2015.0;Lagos_Município;Cursos Tecnológicos e Profissionais;18.7;159.8
2015.0;Lagos_Município;Total;20.9;159.8
2015.0;Lajes das Flores_Município;Cursos gerais;;
2015.0;Lajes das Flores_Município;Cursos Tecnológicos e Profissionais;;
2015.0;Lajes das Flores_Município;Total;;
2015.0;Lajes do Pico_Município;Cursos gerais;28.0;
2015.0;Lajes do Pico_Município;Cursos Tecnológicos e Profissionais;0.0;
2015.0;Lajes do Pico_Município;Total;24.1;
2015.0;Lamego_Município;Cursos gerais;18.1;297.5
2015.0;Lamego_Município;Cursos Tecnológicos e Profissionais;11.8;297.5
2015.0;Lamego_Município;Total;16.0;297.5
2015.0;Leiria_Município;Cursos gerais;18.8;599.5
2015.0;Leiria_Município;Cursos Tecnológicos e Profissionais;13.1;599.5
2015.0;Leiria_Município;Total;16.9;599.5
2015.0;Lisboa_Município;Cursos gerais;19.3;2536.0
2015.0;Lisboa_Município;Cursos Tecnológicos e Profissionais;17.1;2536.0
2015.0;Lisboa_Município;Total;18.5;2536.0
2015.0;Loulé_Município;Cursos gerais;26.2;359.0
2015.0;Loulé_Município;Cursos Tecnológicos e Profissionais;18.4;359.0
2015.0;Loulé_Município;Total;23.5;359.0
2015.0;Loures_Município;Cursos gerais;22.4;1040.8
2015.0;Loures_Município;Cursos Tecnológicos e Profissionais;14.0;1040.8
2015.0;Loures_Município;Total;20.2;1040.8
2015.0;Lourinhã_Município;Cursos gerais;16.7;119.8
2015.0;Lourinhã_Município;Cursos Tecnológicos e Profissionais;22.3;119.8
2015.0;Lourinhã_Município;Total;17.9;119.8
2015.0;Lousã_Município;Cursos gerais;21.5;124.8
2015.0;Lousã_Município;Cursos Tecnológicos e Profissionais;15.0;124.8
2015.0;Lousã_Município;Total;19.1;124.8
2015.0;Lousada_Município;Cursos gerais;19.3;432.4
2015.0;Lousada_Município;Cursos Tecnológicos e Profissionais;12.4;432.4
2015.0;Lousada_Município;Total;16.9;432.4
2015.0;Mação_Município;Cursos gerais;31.9;31.8
2015.0;Mação_Município;Cursos Tecnológicos e Profissionais;13.2;31.8
2015.0;Mação_Município;Total;23.5;31.8
2015.0;Macedo de Cavaleiros_Município;Cursos gerais;22.7;113.5
2015.0;Macedo de Cavaleiros_Município;Cursos Tecnológicos e Profissionais;6.9;113.5
2015.0;Macedo de Cavaleiros_Município;Total;18.1;113.5
2015.0;Machico_Município;Cursos gerais;16.1;
2015.0;Machico_Município;Cursos Tecnológicos e Profissionais;12.5;
2015.0;Machico_Município;Total;15.2;
2015.0;Madalena_Município;Cursos gerais;28.6;
2015.0;Madalena_Município;Cursos Tecnológicos e Profissionais;10.7;
2015.0;Madalena_Município;Total;19.8;
2015.0;Mafra_Município;Cursos gerais;18.3;210.5
2015.0;Mafra_Município;Cursos Tecnológicos e Profissionais;16.4;210.5
2015.0;Mafra_Município;Total;17.8;210.5
2015.0;Maia_Município;Cursos gerais;19.0;970.7
2015.0;Maia_Município;Cursos Tecnológicos e Profissionais;17.6;970.7
2015.0;Maia_Município;Total;18.6;970.7
2015.0;Mangualde_Município;Cursos gerais;23.6;151.3
2015.0;Mangualde_Município;Cursos Tecnológicos e Profissionais;15.2;151.3
2015.0;Mangualde_Município;Total;20.7;151.3
2015.0;Manteigas_Município;Cursos gerais;28.4;22.0
2015.0;Manteigas_Município;Cursos Tecnológicos e Profissionais;7.0;22.0
2015.0;Manteigas_Município;Total;20.5;22.0
2015.0;Marco de Canaveses_Município;Cursos gerais;12.5;775.9
2015.0;Marco de Canaveses_Município;Cursos Tecnológicos e Profissionais;8.5;775.9
2015.0;Marco de Canaveses_Município;Total;10.8;775.9
2015.0;Marinha Grande_Município;Cursos gerais;10.5;230.9
2015.0;Marinha Grande_Município;Cursos Tecnológicos e Profissionais;8.6;230.9
2015.0;Marinha Grande_Município;Total;9.7;230.9
2015.0;Marvão_Município;Cursos gerais;;17.3
2015.0;Marvão_Município;Cursos Tecnológicos e Profissionais;;17.3
2015.0;Marvão_Município;Total;;17.3
2015.0;Matosinhos_Município;Cursos gerais;21.2;1197.6
2015.0;Matosinhos_Município;Cursos Tecnológicos e Profissionais;13.2;1197.6
2015.0;Matosinhos_Município;Total;18.3;1197.6
2015.0;Mealhada_Município;Cursos gerais;16.1;90.5
2015.0;Mealhada_Município;Cursos Tecnológicos e Profissionais;13.6;90.5
2015.0;Mealhada_Município;Total;14.8;90.5
2015.0;Mêda_Município;Cursos gerais;17.2;19.2
2015.0;Mêda_Município;Cursos Tecnológicos e Profissionais;;19.2
2015.0;Mêda_Município;Total;17.2;19.2
2015.0;Melgaço_Município;Cursos gerais;20.6;32.3
2015.0;Melgaço_Município;Cursos Tecnológicos e Profissionais;9.1;32.3
2015.0;Melgaço_Município;Total;19.0;32.3
2015.0;Mértola_Município;Cursos gerais;15.3;47.0
2015.0;Mértola_Município;Cursos Tecnológicos e Profissionais;10.5;47.0
2015.0;Mértola_Município;Total;13.2;47.0
2015.0;Mesão Frio_Município;Cursos gerais;14.6;62.5
2015.0;Mesão Frio_Município;Cursos Tecnológicos e Profissionais;0.0;62.5
2015.0;Mesão Frio_Município;Total;7.1;62.5
2015.0;Mira_Município;Cursos gerais;12.7;65.4
2015.0;Mira_Município;Cursos Tecnológicos e Profissionais;5.7;65.4
2015.0;Mira_Município;Total;10.6;65.4
2015.0;Miranda do Corvo_Município;Cursos gerais;19.1;79.7
2015.0;Miranda do Corvo_Município;Cursos Tecnológicos e Profissionais;0.0;79.7
2015.0;Miranda do Corvo_Município;Total;12.6;79.7
2015.0;Miranda do Douro_Município;Cursos gerais;26.0;34.9
2015.0;Miranda do Douro_Município;Cursos Tecnológicos e Profissionais;24.0;34.9
2015.0;Miranda do Douro_Município;Total;25.7;34.9
2015.0;Mirandela_Município;Cursos gerais;28.0;239.1
2015.0;Mirandela_Município;Cursos Tecnológicos e Profissionais;14.7;239.1
2015.0;Mirandela_Município;Total;22.3;239.1
2015.0;Mogadouro_Município;Cursos gerais;26.1;45.3
2015.0;Mogadouro_Município;Cursos Tecnológicos e Profissionais;6.0;45.3
2015.0;Mogadouro_Município;Total;20.7;45.3
2015.0;Moimenta da Beira_Município;Cursos gerais;20.5;102.3
2015.0;Moimenta da Beira_Município;Cursos Tecnológicos e Profissionais;13.9;102.3
2015.0;Moimenta da Beira_Município;Total;17.6;102.3
2015.0;Moita_Município;Cursos gerais;27.5;497.4
2015.0;Moita_Município;Cursos Tecnológicos e Profissionais;15.1;497.4
2015.0;Moita_Município;Total;20.5;497.4
2015.0;Monção_Município;Cursos gerais;19.7;79.8
2015.0;Monção_Município;Cursos Tecnológicos e Profissionais;7.4;79.8
2015.0;Monção_Município;Total;14.6;79.8
2015.0;Monchique_Município;Cursos gerais;;19.0
2015.0;Monchique_Município;Cursos Tecnológicos e Profissionais;;19.0
2015.0;Monchique_Município;Total;;19.0
2015.0;Mondim de Basto_Município;Cursos gerais;27.5;97.0
2015.0;Mondim de Basto_Município;Cursos Tecnológicos e Profissionais;29.2;97.0
2015.0;Mondim de Basto_Município;Total;28.1;97.0
2015.0;Monforte_Município;Cursos gerais;;50.1
2015.0;Monforte_Município;Cursos Tecnológicos e Profissionais;;50.1
2015.0;Monforte_Município;Total;;50.1
2015.0;Montalegre_Município;Cursos gerais;22.0;73.5
2015.0;Montalegre_Município;Cursos Tecnológicos e Profissionais;8.1;73.5
2015.0;Montalegre_Município;Total;16.3;73.5
2015.0;Montemor-o-Novo_Município;Cursos gerais;11.3;89.6
2015.0;Montemor-o-Novo_Município;Cursos Tecnológicos e Profissionais;8.4;89.6
2015.0;Montemor-o-Novo_Município;Total;10.5;89.6
2015.0;Montemor-o-Velho_Município;Cursos gerais;23.4;143.0
2015.0;Montemor-o-Velho_Município;Cursos Tecnológicos e Profissionais;29.3;143.0
2015.0;Montemor-o-Velho_Município;Total;25.8;143.0
2015.0;Montijo_Município;Cursos gerais;22.4;330.3
2015.0;Montijo_Município;Cursos Tecnológicos e Profissionais;18.3;330.3
2015.0;Montijo_Município;Total;21.0;330.3
2015.0;Mora_Município;Cursos gerais;16.3;26.6
2015.0;Mora_Município;Cursos Tecnológicos e Profissionais;;26.6
2015.0;Mora_Município;Total;16.3;26.6
2015.0;Mortágua_Município;Cursos gerais;13.0;39.3
2015.0;Mortágua_Município;Cursos Tecnológicos e Profissionais;20.9;39.3
2015.0;Mortágua_Município;Total;16.7;39.3
2015.0;Moura_Município;Cursos gerais;15.4;216.1
2015.0;Moura_Município;Cursos Tecnológicos e Profissionais;11.1;216.1
2015.0;Moura_Município;Total;13.5;216.1
2015.0;Mourão_Município;Cursos gerais;;54.5
2015.0;Mourão_Município;Cursos Tecnológicos e Profissionais;;54.5
2015.0;Mourão_Município;Total;;54.5
2015.0;Murça_Município;Cursos gerais;12.9;45.4
2015.0;Murça_Município;Cursos Tecnológicos e Profissionais;16.3;45.4
2015.0;Murça_Município;Total;14.8;45.4
2015.0;Murtosa_Município;Cursos gerais;15.2;49.9
2015.0;Murtosa_Município;Cursos Tecnológicos e Profissionais;27.3;49.9
2015.0;Murtosa_Município;Total;18.2;49.9
2015.0;Nazaré_Município;Cursos gerais;19.3;80.3
2015.0;Nazaré_Município;Cursos Tecnológicos e Profissionais;16.0;80.3
2015.0;Nazaré_Município;Total;17.6;80.3
2015.0;Nelas_Município;Cursos gerais;13.7;80.8
2015.0;Nelas_Município;Cursos Tecnológicos e Profissionais;2.8;80.8
2015.0;Nelas_Município;Total;9.7;80.8
2015.0;Nisa_Município;Cursos gerais;16.0;30.1
2015.0;Nisa_Município;Cursos Tecnológicos e Profissionais;;30.1
2015.0;Nisa_Município;Total;16.0;30.1
2015.0;Nordeste_Município;Cursos gerais;8.3;
2015.0;Nordeste_Município;Cursos Tecnológicos e Profissionais;29.1;
2015.0;Nordeste_Município;Total;17.4;
2015.0;Óbidos_Município;Cursos gerais;32.5;45.3
2015.0;Óbidos_Município;Cursos Tecnológicos e Profissionais;0.0;45.3
2015.0;Óbidos_Município;Total;23.1;45.3
2015.0;Odemira_Município;Cursos gerais;26.0;115.0
2015.0;Odemira_Município;Cursos Tecnológicos e Profissionais;5.0;115.0
2015.0;Odemira_Município;Total;17.5;115.0
2015.0;Odivelas_Município;Cursos gerais;26.7;592.1
2015.0;Odivelas_Município;Cursos Tecnológicos e Profissionais;18.8;592.1
2015.0;Odivelas_Município;Total;24.9;592.1
2015.0;Oeiras_Município;Cursos gerais;20.3;555.1
2015.0;Oeiras_Município;Cursos Tecnológicos e Profissionais;13.2;555.1
2015.0;Oeiras_Município;Total;18.8;555.1
2015.0;Oleiros_Município;Cursos gerais;17.5;19.8
2015.0;Oleiros_Município;Cursos Tecnológicos e Profissionais;2.3;19.8
2015.0;Oleiros_Município;Total;9.5;19.8
2015.0;Olhão_Município;Cursos gerais;21.9;232.8
2015.0;Olhão_Município;Cursos Tecnológicos e Profissionais;13.3;232.8
2015.0;Olhão_Município;Total;18.9;232.8
2015.0;Oliveira de Azeméis_Município;Cursos gerais;12.1;344.8
2015.0;Oliveira de Azeméis_Município;Cursos Tecnológicos e Profissionais;14.6;344.8
2015.0;Oliveira de Azeméis_Município;Total;13.3;344.8
2015.0;Oliveira de Frades_Município;Cursos gerais;15.6;50.3
2015.0;Oliveira de Frades_Município;Cursos Tecnológicos e Profissionais;14.8;50.3
2015.0;Oliveira de Frades_Município;Total;15.3;50.3
2015.0;Oliveira do Bairro_Município;Cursos gerais;10.5;105.7
2015.0;Oliveira do Bairro_Município;Cursos Tecnológicos e Profissionais;13.2;105.7
2015.0;Oliveira do Bairro_Município;Total;11.4;105.7
2015.0;Oliveira do Hospital_Município;Cursos gerais;20.2;175.5
2015.0;Oliveira do Hospital_Município;Cursos Tecnológicos e Profissionais;12.7;175.5
2015.0;Oliveira do Hospital_Município;Total;17.3;175.5
2015.0;Ourém_Município;Cursos gerais;15.8;206.2
2015.0;Ourém_Município;Cursos Tecnológicos e Profissionais;12.4;206.2
2015.0;Ourém_Município;Total;14.2;206.2
2015.0;Ourique_Município;Cursos gerais;19.1;25.9
2015.0;Ourique_Município;Cursos Tecnológicos e Profissionais;0.0;25.9
2015.0;Ourique_Município;Total;15.1;25.9
2015.0;Ovar_Município;Cursos gerais;16.1;402.1
2015.0;Ovar_Município;Cursos Tecnológicos e Profissionais;17.9;402.1
2015.0;Ovar_Município;Total;16.7;402.1
2015.0;Paços de Ferreira_Município;Cursos gerais;20.4;498.4
2015.0;Paços de Ferreira_Município;Cursos Tecnológicos e Profissionais;6.5;498.4
2015.0;Paços de Ferreira_Município;Total;16.2;498.4
2015.0;Palmela_Município;Cursos gerais;19.7;284.0
2015.0;Palmela_Município;Cursos Tecnológicos e Profissionais;7.5;284.0
2015.0;Palmela_Município;Total;18.3;284.0
2015.0;Pampilhosa da Serra_Município;Cursos gerais;7.7;17.5
2015.0;Pampilhosa da Serra_Município;Cursos Tecnológicos e Profissionais;;17.5
2015.0;Pampilhosa da Serra_Município;Total;7.7;17.5
2015.0;Paredes_Município;Cursos gerais;16.3;990.9
2015.0;Paredes_Município;Cursos Tecnológicos e Profissionais;7.7;990.9
2015.0;Paredes_Município;Total;14.1;990.9
2015.0;Paredes de Coura_Município;Cursos gerais;21.2;50.8
2015.0;Paredes de Coura_Município;Cursos Tecnológicos e Profissionais;9.3;50.8
2015.0;Paredes de Coura_Município;Total;13.5;50.8
2015.0;Pedrógão Grande_Município;Cursos gerais;;31.3
2015.0;Pedrógão Grande_Município;Cursos Tecnológicos e Profissionais;10.6;31.3
2015.0;Pedrógão Grande_Município;Total;10.6;31.3
2015.0;Penacova_Município;Cursos gerais;16.5;79.4
2015.0;Penacova_Município;Cursos Tecnológicos e Profissionais;28.7;79.4
2015.0;Penacova_Município;Total;22.0;79.4
2015.0;Penafiel_Município;Cursos gerais;13.5;784.6
2015.0;Penafiel_Município;Cursos Tecnológicos e Profissionais;8.3;784.6
2015.0;Penafiel_Município;Total;11.8;784.6
2015.0;Penalva do Castelo_Município;Cursos gerais;8.7;57.1
2015.0;Penalva do Castelo_Município;Cursos Tecnológicos e Profissionais;4.8;57.1
2015.0;Penalva do Castelo_Município;Total;6.8;57.1
2015.0;Penamacor_Município;Cursos gerais;24.5;32.8
2015.0;Penamacor_Município;Cursos Tecnológicos e Profissionais;11.9;32.8
2015.0;Penamacor_Município;Total;18.7;32.8
2015.0;Penedono_Município;Cursos gerais;;23.4
2015.0;Penedono_Município;Cursos Tecnológicos e Profissionais;;23.4
2015.0;Penedono_Município;Total;;23.4
2015.0;Penela_Município;Cursos gerais;;32.8
2015.0;Penela_Município;Cursos Tecnológicos e Profissionais;14.0;32.8
2015.0;Penela_Município;Total;14.0;32.8
2015.0;Peniche_Município;Cursos gerais;15.8;130.6
2015.0;Peniche_Município;Cursos Tecnológicos e Profissionais;9.9;130.6
2015.0;Peniche_Município;Total;14.3;130.6
2015.0;Peso da Régua_Município;Cursos gerais;21.5;216.8
2015.0;Peso da Régua_Município;Cursos Tecnológicos e Profissionais;14.2;216.8
2015.0;Peso da Régua_Município;Total;18.1;216.8
2015.0;Pinhel_Município;Cursos gerais;19.3;39.9
2015.0;Pinhel_Município;Cursos Tecnológicos e Profissionais;12.8;39.9
2015.0;Pinhel_Município;Total;17.8;39.9
2015.0;Pombal_Município;Cursos gerais;18.4;271.4
2015.0;Pombal_Município;Cursos Tecnológicos e Profissionais;17.0;271.4
2015.0;Pombal_Município;Total;17.8;271.4
2015.0;Ponta Delgada_Município;Cursos gerais;23.6;
2015.0;Ponta Delgada_Município;Cursos Tecnológicos e Profissionais;25.4;
2015.0;Ponta Delgada_Município;Total;24.4;
2015.0;Ponta do Sol_Município;Cursos gerais;19.1;
2015.0;Ponta do Sol_Município;Cursos Tecnológicos e Profissionais;;
2015.0;Ponta do Sol_Município;Total;19.1;
2015.0;Ponte da Barca_Município;Cursos gerais;15.8;85.7
2015.0;Ponte da Barca_Município;Cursos Tecnológicos e Profissionais;3.8;85.7
2015.0;Ponte da Barca_Município;Total;9.9;85.7
2015.0;Ponte de Lima_Município;Cursos gerais;13.5;248.3
2015.0;Ponte de Lima_Município;Cursos Tecnológicos e Profissionais;8.6;248.3
2015.0;Ponte de Lima_Município;Total;11.0;248.3
2015.0;Ponte de Sor_Município;Cursos gerais;21.1;110.0
2015.0;Ponte de Sor_Município;Cursos Tecnológicos e Profissionais;1.0;110.0
2015.0;Ponte de Sor_Município;Total;16.4;110.0
2015.0;Portalegre_Município;Cursos gerais;19.0;127.4
2015.0;Portalegre_Município;Cursos Tecnológicos e Profissionais;11.5;127.4
2015.0;Portalegre_Município;Total;17.9;127.4
2015.0;Portel_Município;Cursos gerais;;39.2
2015.0;Portel_Município;Cursos Tecnológicos e Profissionais;0.0;39.2
2015.0;Portel_Município;Total;0.0;39.2
2015.0;Portimão_Município;Cursos gerais;23.5;369.3
2015.0;Portimão_Município;Cursos Tecnológicos e Profissionais;16.8;369.3
2015.0;Portimão_Município;Total;20.8;369.3
2015.0;Porto_Município;Cursos gerais;11.8;1852.8
2015.0;Porto_Município;Cursos Tecnológicos e Profissionais;14.0;1852.8
2015.0;Porto_Município;Total;12.7;1852.8
2015.0;Porto de Mós_Município;Cursos gerais;15.8;131.4
2015.0;Porto de Mós_Município;Cursos Tecnológicos e Profissionais;7.1;131.4
2015.0;Porto de Mós_Município;Total;12.3;131.4
2015.0;Porto Moniz_Município;Cursos gerais;11.5;
2015.0;Porto Moniz_Município;Cursos Tecnológicos e Profissionais;;
2015.0;Porto Moniz_Município;Total;11.5;
2015.0;Porto Santo_Município;Cursos gerais;24.5;
2015.0;Porto Santo_Município;Cursos Tecnológicos e Profissionais;25.7;
2015.0;Porto Santo_Município;Total;24.8;
2015.0;Póvoa de Lanhoso_Município;Cursos gerais;16.1;213.1
2015.0;Póvoa de Lanhoso_Município;Cursos Tecnológicos e Profissionais;4.2;213.1
2015.0;Póvoa de Lanhoso_Município;Total;10.1;213.1
2015.0;Póvoa de Varzim_Município;Cursos gerais;15.7;508.3
2015.0;Póvoa de Varzim_Município;Cursos Tecnológicos e Profissionais;10.6;508.3
2015.0;Póvoa de Varzim_Município;Total;14.7;508.3
2015.0;Povoação_Município;Cursos gerais;41.0;
2015.0;Povoação_Município;Cursos Tecnológicos e Profissionais;30.8;
2015.0;Povoação_Município;Total;37.8;
2015.0;Proença-a-Nova_Município;Cursos gerais;15.0;26.5
2015.0;Proença-a-Nova_Município;Cursos Tecnológicos e Profissionais;7.7;26.5
2015.0;Proença-a-Nova_Município;Total;14.0;26.5
2015.0;Redondo_Município;Cursos gerais;13.8;67.5
2015.0;Redondo_Município;Cursos Tecnológicos e Profissionais;0.0;67.5
2015.0;Redondo_Município;Total;8.7;67.5
2015.0;Reguengos de Monsaraz_Município;Cursos gerais;27.4;88.8
2015.0;Reguengos de Monsaraz_Município;Cursos Tecnológicos e Profissionais;6.4;88.8
2015.0;Reguengos de Monsaraz_Município;Total;23.0;88.8
2015.0;Resende_Município;Cursos gerais;24.4;157.5
2015.0;Resende_Município;Cursos Tecnológicos e Profissionais;2.4;157.5
2015.0;Resende_Município;Total;15.5;157.5
2015.0;Ribeira Brava_Município;Cursos gerais;12.8;
2015.0;Ribeira Brava_Município;Cursos Tecnológicos e Profissionais;28.2;
2015.0;Ribeira Brava_Município;Total;19.2;
2015.0;Ribeira de Pena_Município;Cursos gerais;18.4;70.9
2015.0;Ribeira de Pena_Município;Cursos Tecnológicos e Profissionais;5.3;70.9
2015.0;Ribeira de Pena_Município;Total;14.0;70.9
2015.0;Ribeira Grande_Município;Cursos gerais;24.3;
2015.0;Ribeira Grande_Município;Cursos Tecnológicos e Profissionais;11.8;
2015.0;Ribeira Grande_Município;Total;18.0;
2015.0;Rio Maior_Município;Cursos gerais;13.9;73.0
2015.0;Rio Maior_Município;Cursos Tecnológicos e Profissionais;10.6;73.0
2015.0;Rio Maior_Município;Total;12.2;73.0
2015.0;Sabrosa_Município;Cursos gerais;18.9;60.3
2015.0;Sabrosa_Município;Cursos Tecnológicos e Profissionais;19.1;60.3
2015.0;Sabrosa_Município;Total;19.0;60.3
2015.0;Sabugal_Município;Cursos gerais;23.5;75.9
2015.0;Sabugal_Município;Cursos Tecnológicos e Profissionais;0.0;75.9
2015.0;Sabugal_Município;Total;18.0;75.9
2015.0;Salvaterra de Magos_Município;Cursos gerais;22.2;157.7
2015.0;Salvaterra de Magos_Município;Cursos Tecnológicos e Profissionais;28.9;157.7
2015.0;Salvaterra de Magos_Município;Total;26.0;157.7
2015.0;Santa Comba Dão_Município;Cursos gerais;16.1;65.4
2015.0;Santa Comba Dão_Município;Cursos Tecnológicos e Profissionais;23.3;65.4
2015.0;Santa Comba Dão_Município;Total;18.8;65.4
2015.0;Santa Cruz_Município;Cursos gerais;16.4;
2015.0;Santa Cruz_Município;Cursos Tecnológicos e Profissionais;10.7;
2015.0;Santa Cruz_Município;Total;14.6;
2015.0;Santa Cruz da Graciosa_Município;Cursos gerais;29.3;
2015.0;Santa Cruz da Graciosa_Município;Cursos Tecnológicos e Profissionais;33.3;
2015.0;Santa Cruz da Graciosa_Município;Total;29.5;
2015.0;Santa Cruz das Flores_Município;Cursos gerais;27.4;
2015.0;Santa Cruz das Flores_Município;Cursos Tecnológicos e Profissionais;;
2015.0;Santa Cruz das Flores_Município;Total;27.4;
2015.0;Santa Maria da Feira_Município;Cursos gerais;11.5;999.2
2015.0;Santa Maria da Feira_Município;Cursos Tecnológicos e Profissionais;19.5;999.2
2015.0;Santa Maria da Feira_Município;Total;14.1;999.2
2015.0;Santa Marta de Penaguião_Município;Cursos gerais;;69.0
2015.0;Santa Marta de Penaguião_Município;Cursos Tecnológicos e Profissionais;;69.0
2015.0;Santa Marta de Penaguião_Município;Total;;69.0
2015.0;Santana_Município;Cursos gerais;10.2;
2015.0;Santana_Município;Cursos Tecnológicos e Profissionais;23.6;
2015.0;Santana_Município;Total;13.4;
2015.0;Santarém_Município;Cursos gerais;17.0;258.5
2015.0;Santarém_Município;Cursos Tecnológicos e Profissionais;6.9;258.5
2015.0;Santarém_Município;Total;12.5;258.5
2015.0;Santiago do Cacém_Município;Cursos gerais;19.3;123.6
2015.0;Santiago do Cacém_Município;Cursos Tecnológicos e Profissionais;7.5;123.6
2015.0;Santiago do Cacém_Município;Total;18.0;123.6
2015.0;Santo Tirso_Município;Cursos gerais;12.9;605.6
2015.0;Santo Tirso_Município;Cursos Tecnológicos e Profissionais;8.4;605.6
2015.0;Santo Tirso_Município;Total;10.4;605.6
2015.0;São Brás de Alportel_Município;Cursos gerais;21.0;55.1
2015.0;São Brás de Alportel_Município;Cursos Tecnológicos e Profissionais;33.3;55.1
2015.0;São Brás de Alportel_Município;Total;24.7;55.1
2015.0;São João da Madeira_Município;Cursos gerais;11.1;133.6
2015.0;São João da Madeira_Município;Cursos Tecnológicos e Profissionais;11.9;133.6
2015.0;São João da Madeira_Município;Total;11.5;133.6
2015.0;São João da Pesqueira_Município;Cursos gerais;22.5;54.3
2015.0;São João da Pesqueira_Município;Cursos Tecnológicos e Profissionais;23.1;54.3
2015.0;São João da Pesqueira_Município;Total;22.7;54.3
2015.0;São Pedro do Sul_Município;Cursos gerais;18.9;131.2
2015.0;São Pedro do Sul_Município;Cursos Tecnológicos e Profissionais;9.7;131.2
2015.0;São Pedro do Sul_Município;Total;13.8;131.2
2015.0;São Roque do Pico_Município;Cursos gerais;22.6;
2015.0;São Roque do Pico_Município;Cursos Tecnológicos e Profissionais;8.3;
2015.0;São Roque do Pico_Município;Total;20.0;
2015.0;São Vicente_Município;Cursos gerais;18.6;
2015.0;São Vicente_Município;Cursos Tecnológicos e Profissionais;31.8;
2015.0;São Vicente_Município;Total;22.7;
2015.0;Sardoal_Município;Cursos gerais;13.7;26.5
2015.0;Sardoal_Município;Cursos Tecnológicos e Profissionais;3.6;26.5
2015.0;Sardoal_Município;Total;10.9;26.5
