Ano;Território;Modalidade de ensino;Taxa de retenção e desistência no ensino secunário, em todos os anos de escolaridade;Desemprego registado nos centros de emprego (para menores de 25 anos)
2010.0;Salvaterra de Magos_Município;Cursos gerais;25.9;171.8
2010.0;Salvaterra de Magos_Município;Cursos Tecnológicos e Profissionais;14.3;171.8
2010.0;Salvaterra de Magos_Município;Total;19.7;171.8
2010.0;Santa Comba Dão_Município;Cursos gerais;23.3;46.0
2010.0;Santa Comba Dão_Município;Cursos Tecnológicos e Profissionais;12.9;46.0
2010.0;Santa Comba Dão_Município;Total;19.5;46.0
2010.0;Santa Cruz_Município;Cursos gerais;32.1;
2010.0;Santa Cruz_Município;Cursos Tecnológicos e Profissionais;18.4;
2010.0;Santa Cruz_Município;Total;27.2;
2010.0;Santa Cruz da Graciosa_Município;Cursos gerais;41.5;
2010.0;Santa Cruz da Graciosa_Município;Cursos Tecnológicos e Profissionais;22.2;
2010.0;Santa Cruz da Graciosa_Município;Total;37.2;
2010.0;Santa Cruz das Flores_Município;Cursos gerais;26.8;
2010.0;Santa Cruz das Flores_Município;Cursos Tecnológicos e Profissionais;16.7;
2010.0;Santa Cruz das Flores_Município;Total;26.1;
2010.0;Santa Maria da Feira_Município;Cursos gerais;16.3;1081.2
2010.0;Santa Maria da Feira_Município;Cursos Tecnológicos e Profissionais;19.1;1081.2
2010.0;Santa Maria da Feira_Município;Total;17.4;1081.2
2010.0;Santa Marta de Penaguião_Município;Cursos gerais;;62.3
2010.0;Santa Marta de Penaguião_Município;Cursos Tecnológicos e Profissionais;;62.3
2010.0;Santa Marta de Penaguião_Município;Total;;62.3
2010.0;Santana_Município;Cursos gerais;23.0;
2010.0;Santana_Município;Cursos Tecnológicos e Profissionais;0.0;
2010.0;Santana_Município;Total;21.1;
2010.0;Santarém_Município;Cursos gerais;13.8;255.5
2010.0;Santarém_Município;Cursos Tecnológicos e Profissionais;15.5;255.5
2010.0;Santarém_Município;Total;14.6;255.5
2010.0;Santiago do Cacém_Município;Cursos gerais;20.0;146.3
2010.0;Santiago do Cacém_Município;Cursos Tecnológicos e Profissionais;27.8;146.3
2010.0;Santiago do Cacém_Município;Total;22.6;146.3
2010.0;Santo Tirso_Município;Cursos gerais;19.6;820.3
2010.0;Santo Tirso_Município;Cursos Tecnológicos e Profissionais;14.5;820.3
2010.0;Santo Tirso_Município;Total;16.9;820.3
2010.0;São Brás de Alportel_Município;Cursos gerais;11.5;51.2
2010.0;São Brás de Alportel_Município;Cursos Tecnológicos e Profissionais;18.2;51.2
2010.0;São Brás de Alportel_Município;Total;14.6;51.2
2010.0;São João da Madeira_Município;Cursos gerais;13.9;160.3
2010.0;São João da Madeira_Município;Cursos Tecnológicos e Profissionais;12.3;160.3
2010.0;São João da Madeira_Município;Total;13.2;160.3
2010.0;São João da Pesqueira_Município;Cursos gerais;18.0;43.7
2010.0;São João da Pesqueira_Município;Cursos Tecnológicos e Profissionais;15.6;43.7
2010.0;São João da Pesqueira_Município;Total;16.9;43.7
2010.0;São Pedro do Sul_Município;Cursos gerais;16.4;98.4
2010.0;São Pedro do Sul_Município;Cursos Tecnológicos e Profissionais;2.9;98.4
2010.0;São Pedro do Sul_Município;Total;9.5;98.4
2010.0;São Roque do Pico_Município;Cursos gerais;35.7;
2010.0;São Roque do Pico_Município;Cursos Tecnológicos e Profissionais;57.1;
2010.0;São Roque do Pico_Município;Total;41.6;
2010.0;São Vicente_Município;Cursos gerais;25.0;
2010.0;São Vicente_Município;Cursos Tecnológicos e Profissionais;23.7;
2010.0;São Vicente_Município;Total;24.4;
2010.0;Sardoal_Município;Cursos gerais;14.6;39.1
2010.0;Sardoal_Município;Cursos Tecnológicos e Profissionais;17.9;39.1
2010.0;Sardoal_Município;Total;16.7;39.1
2010.0;Sátão_Município;Cursos gerais;18.7;84.3
2010.0;Sátão_Município;Cursos Tecnológicos e Profissionais;7.7;84.3
2010.0;Sátão_Município;Total;15.5;84.3
2010.0;Seia_Município;Cursos gerais;21.5;227.8
2010.0;Seia_Município;Cursos Tecnológicos e Profissionais;16.2;227.8
2010.0;Seia_Município;Total;18.9;227.8
2010.0;Seixal_Município;Cursos gerais;25.8;764.6
2010.0;Seixal_Município;Cursos Tecnológicos e Profissionais;19.7;764.6
2010.0;Seixal_Município;Total;23.9;764.6
2010.0;Sernancelhe_Município;Cursos gerais;;29.0
2010.0;Sernancelhe_Município;Cursos Tecnológicos e Profissionais;14.4;29.0
2010.0;Sernancelhe_Município;Total;14.4;29.0
2010.0;Serpa_Município;Cursos gerais;22.0;107.1
2010.0;Serpa_Município;Cursos Tecnológicos e Profissionais;17.1;107.1
2010.0;Serpa_Município;Total;19.8;107.1
2010.0;Sertã_Município;Cursos gerais;15.0;115.8
2010.0;Sertã_Município;Cursos Tecnológicos e Profissionais;8.4;115.8
2010.0;Sertã_Município;Total;11.8;115.8
2010.0;Sesimbra_Município;Cursos gerais;27.8;194.4
2010.0;Sesimbra_Município;Cursos Tecnológicos e Profissionais;23.3;194.4
2010.0;Sesimbra_Município;Total;26.9;194.4
2010.0;Setúbal_Município;Cursos gerais;19.8;777.3
2010.0;Setúbal_Município;Cursos Tecnológicos e Profissionais;17.4;777.3
2010.0;Setúbal_Município;Total;18.9;777.3
2010.0;Sever do Vouga_Município;Cursos gerais;15.9;60.7
2010.0;Sever do Vouga_Município;Cursos Tecnológicos e Profissionais;24.7;60.7
2010.0;Sever do Vouga_Município;Total;18.1;60.7
2010.0;Silves_Município;Cursos gerais;20.8;207.6
2010.0;Silves_Município;Cursos Tecnológicos e Profissionais;21.6;207.6
2010.0;Silves_Município;Total;21.1;207.6
2010.0;Sines_Município;Cursos gerais;25.7;105.9
2010.0;Sines_Município;Cursos Tecnológicos e Profissionais;16.6;105.9
2010.0;Sines_Município;Total;20.9;105.9
2010.0;Sintra_Município;Cursos gerais;26.3;1671.4
2010.0;Sintra_Município;Cursos Tecnológicos e Profissionais;18.1;1671.4
2010.0;Sintra_Município;Total;24.7;1671.4
2010.0;Sobral de Monte Agraço_Município;Cursos gerais;23.1;55.9
2010.0;Sobral de Monte Agraço_Município;Cursos Tecnológicos e Profissionais;7.7;55.9
2010.0;Sobral de Monte Agraço_Município;Total;20.0;55.9
2010.0;Soure_Município;Cursos gerais;15.8;88.7
2010.0;Soure_Município;Cursos Tecnológicos e Profissionais;15.4;88.7
2010.0;Soure_Município;Total;15.6;88.7
2010.0;Sousel_Município;Cursos gerais;;29.3
2010.0;Sousel_Município;Cursos Tecnológicos e Profissionais;;29.3
2010.0;Sousel_Município;Total;;29.3
2010.0;Tábua_Município;Cursos gerais;28.5;72.6
2010.0;Tábua_Município;Cursos Tecnológicos e Profissionais;11.5;72.6
2010.0;Tábua_Município;Total;20.3;72.6
2010.0;Tabuaço_Município;Cursos gerais;16.7;54.1
2010.0;Tabuaço_Município;Cursos Tecnológicos e Profissionais;7.7;54.1
2010.0;Tabuaço_Município;Total;13.5;54.1
2010.0;Tarouca_Município;Cursos gerais;29.5;58.5
2010.0;Tarouca_Município;Cursos Tecnológicos e Profissionais;22.9;58.5
2010.0;Tarouca_Município;Total;27.9;58.5
2010.0;Tavira_Município;Cursos gerais;24.1;130.7
2010.0;Tavira_Município;Cursos Tecnológicos e Profissionais;24.7;130.7
2010.0;Tavira_Município;Total;24.3;130.7
2010.0;Terras de Bouro_Município;Cursos gerais;17.3;47.3
2010.0;Terras de Bouro_Município;Cursos Tecnológicos e Profissionais;19.3;47.3
2010.0;Terras de Bouro_Município;Total;18.3;47.3
2010.0;Tomar_Município;Cursos gerais;11.8;296.8
2010.0;Tomar_Município;Cursos Tecnológicos e Profissionais;11.6;296.8
2010.0;Tomar_Município;Total;11.7;296.8
2010.0;Tondela_Município;Cursos gerais;24.2;114.0
2010.0;Tondela_Município;Cursos Tecnológicos e Profissionais;13.5;114.0
2010.0;Tondela_Município;Total;19.5;114.0
2010.0;Torre de Moncorvo_Município;Cursos gerais;20.5;85.2
2010.0;Torre de Moncorvo_Município;Cursos Tecnológicos e Profissionais;16.7;85.2
2010.0;Torre de Moncorvo_Município;Total;20.0;85.2
2010.0;Torres Novas_Município;Cursos gerais;20.5;174.7
2010.0;Torres Novas_Município;Cursos Tecnológicos e Profissionais;16.0;174.7
2010.0;Torres Novas_Município;Total;18.8;174.7
2010.0;Torres Vedras_Município;Cursos gerais;21.1;475.1
2010.0;Torres Vedras_Município;Cursos Tecnológicos e Profissionais;16.3;475.1
2010.0;Torres Vedras_Município;Total;18.8;475.1
2010.0;Trancoso_Município;Cursos gerais;13.8;48.1
2010.0;Trancoso_Município;Cursos Tecnológicos e Profissionais;9.9;48.1
2010.0;Trancoso_Município;Total;11.4;48.1
2010.0;Trofa_Município;Cursos gerais;12.4;427.3
2010.0;Trofa_Município;Cursos Tecnológicos e Profissionais;18.7;427.3
2010.0;Trofa_Município;Total;14.4;427.3
2010.0;Vagos_Município;Cursos gerais;20.7;130.3
2010.0;Vagos_Município;Cursos Tecnológicos e Profissionais;15.3;130.3
2010.0;Vagos_Município;Total;17.9;130.3
2010.0;Vale de Cambra_Município;Cursos gerais;15.2;105.3
2010.0;Vale de Cambra_Município;Cursos Tecnológicos e Profissionais;19.6;105.3
2010.0;Vale de Cambra_Município;Total;17.0;105.3
2010.0;Valença_Município;Cursos gerais;17.1;97.4
2010.0;Valença_Município;Cursos Tecnológicos e Profissionais;16.0;97.4
2010.0;Valença_Município;Total;16.6;97.4
2010.0;Valongo_Município;Cursos gerais;23.9;1077.6
2010.0;Valongo_Município;Cursos Tecnológicos e Profissionais;18.3;1077.6
2010.0;Valongo_Município;Total;22.3;1077.6
2010.0;Valpaços_Município;Cursos gerais;30.2;150.3
2010.0;Valpaços_Município;Cursos Tecnológicos e Profissionais;16.1;150.3
2010.0;Valpaços_Município;Total;26.4;150.3
2010.0;Velas_Município;Cursos gerais;21.2;
2010.0;Velas_Município;Cursos Tecnológicos e Profissionais;15.8;
2010.0;Velas_Município;Total;17.8;
2010.0;Vendas Novas_Município;Cursos gerais;13.8;69.7
2010.0;Vendas Novas_Município;Cursos Tecnológicos e Profissionais;13.6;69.7
2010.0;Vendas Novas_Município;Total;13.7;69.7
2010.0;Viana do Alentejo_Município;Cursos gerais;18.7;40.2
2010.0;Viana do Alentejo_Município;Cursos Tecnológicos e Profissionais;12.5;40.2
2010.0;Viana do Alentejo_Município;Total;18.2;40.2
2010.0;Viana do Castelo_Município;Cursos gerais;14.2;551.3
2010.0;Viana do Castelo_Município;Cursos Tecnológicos e Profissionais;10.5;551.3
2010.0;Viana do Castelo_Município;Total;12.8;551.3
2010.0;Vidigueira_Município;Cursos gerais;;36.2
2010.0;Vidigueira_Município;Cursos Tecnológicos e Profissionais;23.8;36.2
2010.0;Vidigueira_Município;Total;23.8;36.2
2010.0;Vieira do Minho_Município;Cursos gerais;26.5;113.1
2010.0;Vieira do Minho_Município;Cursos Tecnológicos e Profissionais;5.6;113.1
2010.0;Vieira do Minho_Município;Total;18.7;113.1
2010.0;Vila da Praia da Vitória_Município;Cursos gerais;24.6;
2010.0;Vila da Praia da Vitória_Município;Cursos Tecnológicos e Profissionais;22.6;
2010.0;Vila da Praia da Vitória_Município;Total;23.5;
2010.0;Vila de Rei_Município;Cursos gerais;;16.1
2010.0;Vila de Rei_Município;Cursos Tecnológicos e Profissionais;;16.1
2010.0;Vila de Rei_Município;Total;;16.1
2010.0;Vila do Bispo_Município;Cursos gerais;;21.1
2010.0;Vila do Bispo_Município;Cursos Tecnológicos e Profissionais;;21.1
2010.0;Vila do Bispo_Município;Total;;21.1
2010.0;Vila do Conde_Município;Cursos gerais;19.2;676.9
2010.0;Vila do Conde_Município;Cursos Tecnológicos e Profissionais;11.0;676.9
2010.0;Vila do Conde_Município;Total;16.0;676.9
2010.0;Vila do Porto_Município;Cursos gerais;33.1;
2010.0;Vila do Porto_Município;Cursos Tecnológicos e Profissionais;30.8;
2010.0;Vila do Porto_Município;Total;32.4;
2010.0;Vila Flor_Município;Cursos gerais;21.6;44.3
2010.0;Vila Flor_Município;Cursos Tecnológicos e Profissionais;0.0;44.3
2010.0;Vila Flor_Município;Total;20.8;44.3
2010.0;Vila Franca de Xira_Município;Cursos gerais;25.4;784.9
2010.0;Vila Franca de Xira_Município;Cursos Tecnológicos e Profissionais;16.9;784.9
2010.0;Vila Franca de Xira_Município;Total;22.3;784.9
2010.0;Vila Franca do Campo_Município;Cursos gerais;38.0;
2010.0;Vila Franca do Campo_Município;Cursos Tecnológicos e Profissionais;7.9;
2010.0;Vila Franca do Campo_Município;Total;29.1;
2010.0;Vila Nova da Barquinha_Município;Cursos gerais;23.0;36.9
2010.0;Vila Nova da Barquinha_Município;Cursos Tecnológicos e Profissionais;17.4;36.9
2010.0;Vila Nova da Barquinha_Município;Total;21.4;36.9
2010.0;Vila Nova de Cerveira_Município;Cursos gerais;27.5;51.3
2010.0;Vila Nova de Cerveira_Município;Cursos Tecnológicos e Profissionais;15.5;51.3
2010.0;Vila Nova de Cerveira_Município;Total;21.5;51.3
2010.0;Vila Nova de Famalicão_Município;Cursos gerais;18.5;924.8
2010.0;Vila Nova de Famalicão_Município;Cursos Tecnológicos e Profissionais;17.2;924.8
2010.0;Vila Nova de Famalicão_Município;Total;17.9;924.8
2010.0;Vila Nova de Foz Côa_Município;Cursos gerais;23.1;58.6
2010.0;Vila Nova de Foz Côa_Município;Cursos Tecnológicos e Profissionais;12.0;58.6
2010.0;Vila Nova de Foz Côa_Município;Total;19.6;58.6
2010.0;Vila Nova de Gaia_Município;Cursos gerais;22.3;2966.8
2010.0;Vila Nova de Gaia_Município;Cursos Tecnológicos e Profissionais;12.9;2966.8
2010.0;Vila Nova de Gaia_Município;Total;17.0;2966.8
2010.0;Vila Nova de Paiva_Município;Cursos gerais;19.6;61.6
2010.0;Vila Nova de Paiva_Município;Cursos Tecnológicos e Profissionais;13.0;61.6
2010.0;Vila Nova de Paiva_Município;Total;18.4;61.6
2010.0;Vila Nova de Poiares_Município;Cursos gerais;30.3;55.2
2010.0;Vila Nova de Poiares_Município;Cursos Tecnológicos e Profissionais;7.3;55.2
2010.0;Vila Nova de Poiares_Município;Total;21.5;55.2
2010.0;Vila Pouca de Aguiar_Município;Cursos gerais;21.0;107.2
2010.0;Vila Pouca de Aguiar_Município;Cursos Tecnológicos e Profissionais;18.7;107.2
2010.0;Vila Pouca de Aguiar_Município;Total;20.4;107.2
2010.0;Vila Real_Município;Cursos gerais;19.5;439.7
2010.0;Vila Real_Município;Cursos Tecnológicos e Profissionais;13.9;439.7
2010.0;Vila Real_Município;Total;17.8;439.7
2010.0;Vila Real de Santo António_Município;Cursos gerais;29.5;166.3
2010.0;Vila Real de Santo António_Município;Cursos Tecnológicos e Profissionais;22.7;166.3
2010.0;Vila Real de Santo António_Município;Total;26.4;166.3
2010.0;Vila Velha de Ródão_Município;Cursos gerais;;6.8
2010.0;Vila Velha de Ródão_Município;Cursos Tecnológicos e Profissionais;;6.8
2010.0;Vila Velha de Ródão_Município;Total;;6.8
2010.0;Vila Verde_Município;Cursos gerais;21.5;298.3
2010.0;Vila Verde_Município;Cursos Tecnológicos e Profissionais;8.1;298.3
2010.0;Vila Verde_Município;Total;14.2;298.3
2010.0;Vila Viçosa_Município;Cursos gerais;26.3;64.1
2010.0;Vila Viçosa_Município;Cursos Tecnológicos e Profissionais;0.0;64.1
2010.0;Vila Viçosa_Município;Total;20.6;64.1
2010.0;Vimioso_Município;Cursos gerais;;30.4
2010.0;Vimioso_Município;Cursos Tecnológicos e Profissionais;;30.4
2010.0;Vimioso_Município;Total;;30.4
2010.0;Vinhais_Município;Cursos gerais;22.6;45.3
2010.0;Vinhais_Município;Cursos Tecnológicos e Profissionais;;45.3
2010.0;Vinhais_Município;Total;22.6;45.3
2010.0;Viseu_Município;Cursos gerais;16.6;691.5
2010.0;Viseu_Município;Cursos Tecnológicos e Profissionais;18.0;691.5
2010.0;Viseu_Município;Total;17.2;691.5
2010.0;Vizela_Município;Cursos gerais;18.4;211.3
2010.0;Vizela_Município;Cursos Tecnológicos e Profissionais;14.5;211.3
2010.0;Vizela_Município;Total;16.9;211.3
2010.0;Vouzela_Município;Cursos gerais;19.2;46.8
2010.0;Vouzela_Município;Cursos Tecnológicos e Profissionais;15.5;46.8
2010.0;Vouzela_Município;Total;16.8;46.8
2011.0;Abrantes_Município;Cursos gerais;21.2;300.3
2011.0;Abrantes_Município;Cursos Tecnológicos e Profissionais;23.3;300.3
2011.0;Abrantes_Município;Total;22.0;300.3
2011.0;Águeda_Município;Cursos gerais;21.1;286.4
2011.0;Águeda_Município;Cursos Tecnológicos e Profissionais;21.5;286.4
2011.0;Águeda_Município;Total;21.3;286.4
2011.0;Aguiar da Beira_Município;Cursos gerais;24.2;21.6
2011.0;Aguiar da Beira_Município;Cursos Tecnológicos e Profissionais;6.9;21.6
2011.0;Aguiar da Beira_Município;Total;14.9;21.6
2011.0;Alandroal_Município;Cursos gerais;;37.9
2011.0;Alandroal_Município;Cursos Tecnológicos e Profissionais;20.7;37.9
2011.0;Alandroal_Município;Total;20.7;37.9
2011.0;Albergaria-a-Velha_Município;Cursos gerais;28.0;123.8
2011.0;Albergaria-a-Velha_Município;Cursos Tecnológicos e Profissionais;23.1;123.8
2011.0;Albergaria-a-Velha_Município;Total;25.5;123.8
2011.0;Albufeira_Município;Cursos gerais;28.6;277.1
2011.0;Albufeira_Município;Cursos Tecnológicos e Profissionais;19.8;277.1
2011.0;Albufeira_Município;Total;24.9;277.1
2011.0;Alcácer do Sal_Município;Cursos gerais;17.8;75.1
2011.0;Alcácer do Sal_Município;Cursos Tecnológicos e Profissionais;15.8;75.1
2011.0;Alcácer do Sal_Município;Total;17.5;75.1
2011.0;Alcanena_Município;Cursos gerais;22.7;76.1
2011.0;Alcanena_Município;Cursos Tecnológicos e Profissionais;38.1;76.1
2011.0;Alcanena_Município;Total;29.0;76.1
2011.0;Alcobaça_Município;Cursos gerais;18.4;318.8
2011.0;Alcobaça_Município;Cursos Tecnológicos e Profissionais;18.4;318.8
2011.0;Alcobaça_Município;Total;18.4;318.8
2011.0;Alcochete_Município;Cursos gerais;29.0;73.8
2011.0;Alcochete_Município;Cursos Tecnológicos e Profissionais;31.2;73.8
2011.0;Alcochete_Município;Total;29.7;73.8
2011.0;Alcoutim_Município;Cursos gerais;;7.8
2011.0;Alcoutim_Município;Cursos Tecnológicos e Profissionais;0.0;7.8
2011.0;Alcoutim_Município;Total;0.0;7.8
2011.0;Alenquer_Município;Cursos gerais;26.6;206.8
2011.0;Alenquer_Município;Cursos Tecnológicos e Profissionais;27.1;206.8
2011.0;Alenquer_Município;Total;26.8;206.8
2011.0;Alfândega da Fé_Município;Cursos gerais;17.3;31.3
2011.0;Alfândega da Fé_Município;Cursos Tecnológicos e Profissionais;15.5;31.3
2011.0;Alfândega da Fé_Município;Total;16.7;31.3
2011.0;Alijó_Município;Cursos gerais;32.6;80.8
2011.0;Alijó_Município;Cursos Tecnológicos e Profissionais;11.6;80.8
2011.0;Alijó_Município;Total;23.8;80.8
2011.0;Aljezur_Município;Cursos gerais;;31.8
2011.0;Aljezur_Município;Cursos Tecnológicos e Profissionais;;31.8
2011.0;Aljezur_Município;Total;;31.8
2011.0;Aljustrel_Município;Cursos gerais;32.6;39.5
2011.0;Aljustrel_Município;Cursos Tecnológicos e Profissionais;18.0;39.5
2011.0;Aljustrel_Município;Total;25.4;39.5
2011.0;Almada_Município;Cursos gerais;24.9;893.3
2011.0;Almada_Município;Cursos Tecnológicos e Profissionais;25.9;893.3
2011.0;Almada_Município;Total;25.2;893.3
2011.0;Almeida_Município;Cursos gerais;10.5;21.4
2011.0;Almeida_Município;Cursos Tecnológicos e Profissionais;0.0;21.4
2011.0;Almeida_Município;Total;9.1;21.4
2011.0;Almeirim_Município;Cursos gerais;17.0;122.5
2011.0;Almeirim_Município;Cursos Tecnológicos e Profissionais;15.5;122.5
2011.0;Almeirim_Município;Total;16.5;122.5
2011.0;Almodôvar_Município;Cursos gerais;42.1;52.2
2011.0;Almodôvar_Município;Cursos Tecnológicos e Profissionais;9.6;52.2
2011.0;Almodôvar_Município;Total;25.2;52.2
2011.0;Alpiarça_Município;Cursos gerais;16.2;32.3
2011.0;Alpiarça_Município;Cursos Tecnológicos e Profissionais;16.7;32.3
2011.0;Alpiarça_Município;Total;16.3;32.3
2011.0;Alter do Chão_Município;Cursos gerais;40.9;29.3
2011.0;Alter do Chão_Município;Cursos Tecnológicos e Profissionais;12.0;29.3
2011.0;Alter do Chão_Município;Total;19.2;29.3
2011.0;Alvaiázere_Município;Cursos gerais;22.4;37.6
2011.0;Alvaiázere_Município;Cursos Tecnológicos e Profissionais;6.2;37.6
2011.0;Alvaiázere_Município;Total;15.7;37.6
2011.0;Alvito_Município;Cursos gerais;;11.1
2011.0;Alvito_Município;Cursos Tecnológicos e Profissionais;11.0;11.1
2011.0;Alvito_Município;Total;11.0;11.1
2011.0;Amadora_Município;Cursos gerais;35.9;1074.3
2011.0;Amadora_Município;Cursos Tecnológicos e Profissionais;32.6;1074.3
2011.0;Amadora_Município;Total;34.3;1074.3
2011.0;Amarante_Município;Cursos gerais;17.7;537.3
2011.0;Amarante_Município;Cursos Tecnológicos e Profissionais;8.8;537.3
2011.0;Amarante_Município;Total;12.2;537.3
2011.0;Amares_Município;Cursos gerais;20.9;133.8
2011.0;Amares_Município;Cursos Tecnológicos e Profissionais;9.5;133.8
2011.0;Amares_Município;Total;15.0;133.8
2011.0;Anadia_Município;Cursos gerais;19.3;125.9
2011.0;Anadia_Município;Cursos Tecnológicos e Profissionais;13.9;125.9
2011.0;Anadia_Município;Total;17.3;125.9
2011.0;Angra do Heroísmo_Município;Cursos gerais;29.3;
2011.0;Angra do Heroísmo_Município;Cursos Tecnológicos e Profissionais;26.6;
2011.0;Angra do Heroísmo_Município;Total;28.6;
2011.0;Ansião_Município;Cursos gerais;14.2;57.3
2011.0;Ansião_Município;Cursos Tecnológicos e Profissionais;16.2;57.3
2011.0;Ansião_Município;Total;15.2;57.3
